12.269057,32.752991
12.671324,32.785950
12.998035,32.807922
13.377763,32.604675
13.783570,32.461853
14.146064,32.247620
14.614315,32.187195
15.187624,32.461853
15.707084,32.526398
16.071630,32.567596
16.345920,32.715912
16.532955,32.993317
16.517157,33.133392
16.661931,33.303680
16.735592,33.487701
16.835515,33.644257
17.003687,33.723907
17.119218,33.690948
17.205820,33.743134
17.326469,33.770599
17.436558,33.891449
17.562292,33.918915
17.727186,33.971100
17.933744,33.976593
18.121789,33.951874
18.286164,33.896942
18.301810,33.809052
18.450667,33.746567
18.499878,33.677216
18.644873,33.699360
18.714911,33.639450
18.735720,33.559799
18.869621,33.544693
18.999519,33.585892
19.116341,33.583145
19.271974,33.418350
19.336778,33.404617
19.361397,33.377151
19.435231,33.384018
19.524564,33.334579
19.536213,33.142319
19.520681,33.090134
19.514209,33.025589
19.453361,32.985764
19.462425,32.912979
19.340666,32.789383
19.291418,32.726212
19.161749,32.665787
19.152668,32.561417
19.118936,32.540817
19.022606,32.454987
18.897923,32.367096
18.840745,32.100677
18.663892,32.042999
18.559774,31.971588
18.572792,31.886444
18.419115,31.784821
18.158330,31.600800
18.027792,31.375580
18.019956,31.298676
17.970324,31.186066
18.038238,31.021271
18.142671,30.782318
18.338313,30.697174
18.877133,30.474701
19.909124,30.349731
19.972219,30.577698
20.286834,30.566711
20.338350,30.390930
20.528808,30.297546
20.785807,30.363464
20.806348,30.544739
21.508178,31.044617
22.181206,31.473083
